parent_id,district,districtId,label,municipality,message_id,text,createdOn
23t8lx,Vest Politidistrikt,207,1,Alver,23t8lx-0,"Kl. 1949: 3 biler involvert i trafikkulykke på Lindåsvegen v/krysset Lurevegen. Totalt 4 personer. 3 voksne  og en baby. Opplyst ingen personskader. Alle våkne og bevisst. Oppegående. 60-sone. Store materielle skader på kjøretøy. Nødetater på veg. Trafikken passerer. Alle kjøretøy står utenfor vegen. Totalt 3 biler, 5 pasienter. Alle tilsynelatende uskadet og oppegående. Nødetater er på staden. Alle tilsett av ambulansepersonell. Funnet uskadet. Ingen mistanke om påvirkning på noen bilførere. Påkjørsel bakfra. Den bakerste bil kjørt i bilen foran, som igjen traff den fremste bilen. Beslag av førerkort til mann i 80-årene. Bilberger på staden. Sak opprettes.",2023-08-09T18:02:21.8216291+00:00
23t8nm,Vest Politidistrikt,207,1,Bergen,23t8nm-0, UP har gjennomført fartskontroll på Danmarksplass  mellom kl 2050 pg 2340 . Det vart 8 reaksjonar og høgaste fart var 82 km/t som medførte førarkortbeslag. Det er 50 sona på staden.,2023-08-12T22:38:57.413+00:00
23t8sn,Innlandet Politidistrikt,203,5,Gjøvik,23t8sn-0,"En mann i 20-åra er pågrepet etter å utsatt flere fornærmede for spark, kveletak, lugging, og seksuelt krenkende adferd i ord og handling. Tilstedeværende tok kontroll på han. Ingen alvorlig personskade. Sak opprettet. ",2023-09-16T20:16:20.3481921+00:00
23t8tl,Øst Politidistrikt,202,2,Moss,23t8tl-0,"Melding om brann i en hekk. Nødetater på vei. Oppdateres. Melder har selv slukket brannen med hageslange, ingen skadd. politiet og brannvesenet ferdig på stedet.",2023-09-10T13:14:32.1588055+00:00
23t8vc,Trøndelag Politidistrikt,209,4,Trondheim,23t8vc-0,Nødetatene rykker ut til trafikkulykke på Jakobsli. 2 biler har kollidert og 4 personer er involvert i ulykken.,2023-09-20T05:51:37.5656632+00:00
23t8vz,Sør-Øst Politidistrikt,204,1,Lier,23t8vz-0,"15:10 Nødetatene er på vei etter melding om sammenstøt mellom bil og motorsykkel. Trolig påkjørsel bakfra. Ikke opplysninger om alvorlig personskade, men motorsyklisten har smerter i hoften. Nødetatene er fremme på stedet. Det er motorsyklisten som har kjørt i en bil bakfra. Motorsyklisten er en gutt i tenårene, dreier seg om lett motorsykkel. Han er kjørt legevakt for sjekk. Politiet undersøker hendelsesforløpet og oppretter sak for videre etterforskning.",2023-06-12T13:24:56.2693462+00:00
23t8w9,Vest Politidistrikt,207,4,Stryn,23t8w9-0,"kl 1225: nødetatene på vei til Holetunnelen på fv 60 etter melding om trafikkulykke, en motorsyklist involvert. Ukjent skadeomfang. To motorsyklister involvert. Påkjørsel bakfra. Mann i 50-årene flydd til Førde sykehus med luftambulansen. Han var våken og bevisst. Politiet er fremdeles på stedet og gjør undersøkelser. Veien åpen for trafikk i begge retninger.",2023-08-24T10:32:16.0017895+00:00
23t8xp,Sør-Øst Politidistrikt,204,7,Horten,23t8xp-0,"00:58 Politibåten kom over en båt hvor fører, en mann i 50 årene, ikke var edru. Han blåste til godt over lovlig verdi. Han fremstilles for nødvendige prøver og anmeldes. ",2023-06-23T23:45:59.0480178+00:00
23t8zd,Finnmark Politidistrikt,212,1,Alta,23t8zd-0,": kl. 0800: Politiet har avholdt promillekontroll i Bossekop. 18 bilister kontrollerte. 1 fører stoppet med lav promille. Under 0,5. Vedkommende, mann i 30 årene, tatt med til stasjonen for utåndingsprøve. Sak opprettes.  ",2023-10-25T06:25:44.3342782+00:00
23t92f,Nordland Politidistrikt,210,1,Rana,23t92f-0,"UP gjennomført laserkontroll i 60 sone, E6. 36 FF skrevet ut. Ett førerkort beslaglagt, hastighet 88 km/t.",2023-08-18T11:17:29.0479303+00:00
23t950,Sør-Øst Politidistrikt,204,10,Nome,23t950-0,00:08 - Politiet har fått melding om en shetlandsponni som er ute og traver i området Søve. Ingen merking eller annet. Dersom du savner en ponni: Ta kontakt med politiet på 02800. ,2023-06-18T22:20:37.341619+00:00
23t95f,Sør-Øst Politidistrikt,204,1,Drammen,23t95f-0,Politiet rykker ut etter melding om buss som har fått det ene hjulet utenfor vegbanen. Ingen skal være skadet. Oppdateres. Totalt fire passasjerer og en bussjåfør evakuert fra bussen og tilsett av helsevesenet. Ingen personskade. Politiet bringer klarhet i hendelsesforløpet.,2023-09-22T10:32:54.7988106+00:00
23t985,Sør-Øst Politidistrikt,204,2,Larvik,23t985-0,19:00 Nødetater har rykket til brann i kjøretøy. Full fyr i bilen og den står inntil en husvegg.  Nødetater på stedet. Bilen nesten utbrent. Ikke spredningsfare. Brannvesenet driver med slukking.,2023-09-24T17:22:15.7150956+00:00
23t98r,Sør-Øst Politidistrikt,204,5,Nome,23t98r-0,20:00: Politiet har vært på en privatadresse i forbindelse med en ordensforstyrrelse. En mann i 30-årende bortvist fra stedet. ,2023-06-29T18:16:25.2576373+00:00
23t9cs,Agder Politidistrikt,205,1,Risør,23t9cs-0,Kl. 1930. UP trafikkontroll. 27 ff for fartsovertredelser. Høyeste hastighet 88 km/t i 70 km sone. 3 ff for mobilbruk. ,2023-08-16T21:50:38.7602681+00:00
23t9fh,Trøndelag Politidistrikt,209,5,Levanger,23t9fh-0,En ruset mann har gått rundt og ropt og slått etter folk. Politiet har fått kontroll på han og han blir innbrakt til arresten. ,2023-08-19T23:34:50.3759475+00:00
23t9m7,Møre og Romsdal Politidistrikt,208,1,Ålesund,23t9m7-0,Trafikkontroll avholdt i 30-sone på  Vasstrandvegen.  Det vart i den forbindelse utferdiget 5 forenklede forelegg for fart.  Høyeste fart var 45 km/t.    ,2023-09-26T18:49:44.2993809+00:00
23t9mt,Sør-Øst Politidistrikt,204,1,Holmestrand,23t9mt-0,"Kl 16:16 Politiet er på vei til sørgående tunnelløp E18 etter mange meldinger om en dame som går langs veiskulderen. VTS er varslet og skilter ned hastighet.  Kvinnen har gått over i nordgående tunnelløp. Tunnelen er midlertidig stengt. Politiet er fortsatt på vei til stedet. Politiet har kontroll på damen, E18 åpnes for normal ferdsel. Kvinnen i 30 årene fremsto ruset. Hun spyttet på patruljen. Hun ble innbragt til arrest og anmeldt.",2023-07-06T14:21:34.0480693+00:00
23t9qc,Sør-Øst Politidistrikt,204,1,Drammen,23t9qc-0,"Kl. 19:35 - UP kontrollerte en bil hvor fører, mann i 30-årene fremstod ruspåvirket. Han hadde heller ikke gyldig førerkort. Fremstilt for prøvetaking og anmeldes for begge forhold.",2023-08-15T19:30:46.2275427+00:00
23t9qk,Sør-Øst Politidistrikt,204,1,Siljan,23t9qk-0,"kl 11:16 - Melding om enslig kjøretøy som har kjørt ut av veien. Ingen opplysninger om personskader. Oppdateres når patruljen kommer frem til stedet  Politiet er i kontakt med bilfører, og undersøker nærmere. Det fremstår som det kun er materielle skader på kjøretøyet. Bilfører opplyste at hendelsen skal ha skjedd i forbindelse med unnamanøver for kryssende vilt. Viltet ble ikke påkjørt. Bilen er berget. Politiet avslutter på stedet.",2023-07-12T09:34:15.2679975+00:00
23t9tk,Nordland Politidistrikt,210,0,Gildeskål,23t9tk-0,"Politiet har pågrepet en mann i 40 årene, etter innbrudd i hytte. Var truende mot en person som kom til stedet. Stakk av på en stjålet ATV. Ble stanset av politiet på FV17 i området, kort tid etter. ",2023-08-21T16:55:00.5153106+00:00
23tb11,Møre og Romsdal Politidistrikt,208,1,Ålesund,23tb11-0,Melding om trafikkulykke på Vestrefjordvegen FV661. Enslig MC kjørt av veien. Fører har selv varslet nødetatene. Skadeomfang ikke klart men fremstår ikke veldig alvorlig pr nå. Nødetatene rykker ut. Fører av MC kjøres traumemottak ved Ålesund sykehus for en sjekk. Pr nå ikke meldt om alvorlige skader. Politiet vil foreta sporsikring på skadestedet. Det er uvisst hva som er årsaken til utforkjøringen.,2023-10-01T09:51:36.2779171+00:00
23tb1m,Trøndelag Politidistrikt,209,1,Holtålen,23tb1m-0,Trafikken stengt i begge retninger. Tungtransport som har mistet last og slått i stykker deler av brua. VTS har sendt entreprenør. Uvisst hvor lenge vegen blir stengt.,2023-07-14T12:05:51.160291+00:00
23tb3b,Sør-Øst Politidistrikt,204,3,Kragerø,23tb3b-0,kl 12:03 - Politiet har vært på en byggeplass etter melding om at det har vært innbrudd. Hendelsen har skjedd i løpet av natten og det er borttatt verktøy fra stedet. Politiet har gjennomført en åstedsundersøkelse og oppretter sak på forholdet. ,2023-07-18T11:43:20.438956+00:00
23tb6c,Innlandet Politidistrikt,203,1,Alvdal,23tb6c-0,UP har gjennomført trafikkontroll. Utferdiget 12 forenklede forelegg for hastighet. Høyeste hastighet var 112 km/t i 80-sonen. ,2023-08-26T13:11:05.0268602+00:00
23tb93,Øst Politidistrikt,202,3,Halden,23tb93-0,"Kl. 00:36 fikk vi melding om innbruddsalarm fra Rema1000. Første patrulje kunne bekrefte innbrudd. Vi har søkt gjennom bygget, ikke funnet gjerningspersoner. Patruljene er ferdig med sporsikring og arbeid på stedet, sak opprettes.",2023-08-30T00:04:12.968089+00:00
23tbbh,Agder Politidistrikt,205,1,Grimstad,23tbbh-0,UP har hatt trafikkontroll på FV3600 Fjæreveien. 10 bilførere har fått forenklet forelegg for fart. Høyeste hastighet 65 km/t i 50 sone.  Skal ha punktert. Fører varsler selv berging.,2023-09-28T14:15:13.130867+00:00
23tbd3,Trøndelag Politidistrikt,209,1,Steinkjer,23tbd3-0,"UP har gjennomført trafikkontroll på Fv17 Namsosvegen.
23 forenklet forelegg utskrevet. Høyeste hastighet 105 km/t i 80-sone.
En bilfører anmeldes for kjøring i påvirket tilstand. Ikke førerkortbeslag pga. lavpromille.",2023-10-03T14:45:40.0041415+00:00
23tbhf,Troms Politidistrikt,211,1,Tromsø,23tbhf-0,"En lett motorsykkel har kommet ut av veien på tverrforbindelsen ved Breivika og kollidert med autovernet. Fører ble deretter kastet over autovernet, og har en del smerter i følge innringer. Han blir nå tatt hånd om av ambulansepersonell. ",2023-07-20T22:18:07.9795501+00:00
23tbhw,Finnmark Politidistrikt,212,5,Kautokeino,23tbhw-0,"Politiet har bortvist en beruset mann fra Thon hotell da han oppførte seg ufint mot ansatte på hotellet. Mannen, som er i 50-årene, etterkom ikke pålegget og returnerte til Thon senere på natten. Anmeldes for brudd på politiets pålegg.",2023-10-06T21:57:41.2675722+00:00
23tbj3,Troms Politidistrikt,211,12,Dyrøy,23tbj3-0,Lete-/redningsaksjonen på Børingen i Dyrøy kommune er avsluttet. Ei dame i 50 årene er berget ned fra fjellet i god behold. Hun ble funnet av frivillige bakkemannskaper i tett tåke og med 10-12 cm nysnø på bakken. LRS Troms takker alle frivillige som stilte opp.,2023-09-13T22:32:09.3761159+00:00
23tbw9,Nordland Politidistrikt,210,1,Bodø,23tbw9-0,Politiet oppretter sak på mannlig fører i 30 årene for mistanke om kjøring i beruset tilstand. Fører framstilt lege for bevissikring. Førerkort tas i beslag.,2023-08-24T19:42:12.4065051+00:00
23tc2g,Nordland Politidistrikt,210,1,Rana,23tc2g-0,"Utrykningspolitiet har har kontroll i 60 sone på Ranenget. Ett førerkortbeslag for kjøring i 92 km/t og ett forenklet forelegg på høy fart. Patruljen oppretter sak på beslaget. Fører, en mann i 30 årene, er avhørt på stedet.",2023-09-05T20:08:19.7248419+00:00
23tc4q,Troms Politidistrikt,211,5,Tromsø,23tc4q-0,Like etter kl. 23:00 fredag kveld mottok politiet melding om ungdommer som plaget en beboer på en privat adresse. Noe som skal ha pågått flere ganger tidligere iflg. melder. Ved konfrontasjon ble melder angivelig møtt med kniv fra en av ungdommene. Patruljer rykket ut og snakket med melder og påtraff mistenk ungdom. Ingen kniv ble funnet av patruljen. Politiet oppretter sak for videre undersøkelse og tiltak opp mot ungdommen og respektive foresatte.,2023-09-08T23:34:49.4137349+00:00
23tc89,Trøndelag Politidistrikt,209,5,Namsos,23tc89-0,"Vi rykker ut til Shell, hvor det er meldt om slagsmål mellom flere personer. 1 person pågrepet, og vi nøster i hendelsesforløpet. 2 menn blir anmeldt for ordensforstyrrelse, samt at den ene også blir anmeldt for å ikke oppgitt personalia.",2023-07-29T01:07:52.8954674+00:00
23tc8r,Agder Politidistrikt,205,1,Kristiansand,23tc8r-0,Politiet rykker ut til E18 ved Dyreparken. Melding om bil i motgående kjøreretning; kjører østover i i vestgående kjørefelt. Politiet ikke kommet i kontakt med noen involverte.,2023-10-13T17:03:09.3723092+00:00
23tck4,Sør-Øst Politidistrikt,204,4,Nome,23tck4-0,14:55 melding om trafikkulykke. En bil som har kjørt ut. 2 personer i bilen. Fremstår ikke alvorlige etter det vi får vite pr  nå. Oppdateres.  Bilen står godt utenfor veien. Den har revet med seg noen kabler fra en strømmast. En lyktestolpe er truffet. De to som var i bilen har blitt kjørt til sykehuset i Skien. Berging pågår. Vi har ikke snakket med de involverte enda. De blir avhørt senere. Det opprettes sak.,2023-07-24T13:07:22.1498055+00:00
23tcn5,Møre og Romsdal Politidistrikt,208,1,Rauma,23tcn5-0,"UP har gjennomført trafikkontroll i tidsrommet ca 20:30-23:10, i 80-sone. 13FF utferdiget. Høyeste hastighet målt til 107 km/t.",2023-08-31T21:21:20.9437489+00:00
23tcqh,Sør-Øst Politidistrikt,204,5,Drammen,23tcqh-0,Politiet fikk melding om fem gutter som lekte med softgun i svært beferdet område. Ble oppfattet som skremmende av forbipasserende. Patruljen til stedet og kontaktet ungdommene. Beslagla en gassdreven softgun og plastprosjektiler - og snakket med gjengen. ,2023-07-30T16:55:31.371744+00:00
23tcrx,Møre og Romsdal Politidistrikt,208,1,Molde,23tcrx-0,En mann i midten av 20-årene fra Molde kommune anmeldes for mistanke om å ha kjørt bil i retning i narkotikapåvirket i tilstand.,2023-09-03T18:48:26.9418227+00:00
23tcvz,Finnmark Politidistrikt,212,5,Alta,23tcvz-0,Kvinne i 30-årene bortvist fra sentrum etter at hun oppførte seg kranglete og skal ha vært i en mindre fysisk konflikt med en annen person ved et utested i sentrum.,2023-10-08T00:42:43.261247+00:00
23tcx6,Nordland Politidistrikt,210,5,Bodø,23tcx6-0,"Voldshendelse utenfor utested i sentrum. Mann slått av forbipasserende supporter fra Bohemian. I det politiet ankom stedet var begge forlatt. Godt med folk på byen. Politiet tilstede for å opprettholde ro og orden. 
",2023-07-26T23:37:24.9610677+00:00
23tcxn,Finnmark Politidistrikt,212,1,Måsøy,23tcxn-0,"Politiet har hatt promillekontroll i sentrum, 18 kontrollerte, ingen reaksjoner.",2023-10-11T18:52:31.046584+00:00
23td0w,Sør-Øst Politidistrikt,204,1,Skien,23td0w-0,Patruljen stanset en bil for kontroll. Fører hadde ikke gyldig førerkort. Sak opprettes.,2023-06-07T00:57:31.6126713+00:00
23td1m,Vest Politidistrikt,207,5,Bergen,23td1m-0,"kl 01:08. Melding fra utestad om hissig person som blant anna sparket i gjerde.  Var og aggressiv då politiet ankom. Innsatt i arrest.
",2023-10-20T00:45:00.475575+00:00
23td3x,Trøndelag Politidistrikt,209,1,Grong,23td3x-0,UP har hatt en fartskontroll i 80 sonen E6 Heia. Det ble utstedt 14 forenklede forelegg. Høyeste hastighet målt til 105 km/t. ,2023-08-10T09:21:08.6436179+00:00
23tdb0,Vest Politidistrikt,207,1,Bergen,23tdb0-0,"Trafikkuhell mellom to biler, ikke personskader. Trafikken flyter forbi. Skjedd ifm usving-manøver. Politi på stedet, bilberger er rekvirert.",2023-08-02T15:28:35.8425792+00:00
23tdbg,Vest Politidistrikt,207,2,Alver,23tdbg-0,"kl. 1946: Nødetatene rykket ut til melding om brann i bil. Var tre personer i bilen da brann startet, ingen skadet. Undersøkt av helsepersonell pga eksponering av røyk. Bilen totalskadd. Veien vært stengt en periode, men nå åpen igjen. Vi oppretter sak. ",2023-10-15T18:51:23.8616349+00:00
23tdg1,Sør-Øst Politidistrikt,204,5,Porsgrunn,23tdg1-0,kl 23:32 - Melding fra ordensvakter ved et utested om en mann som gjorde gjentatte forsøk på å komme seg inn til tross for at han var nektet adgang på grunn av beruselse.  Politiet bortviste mannen i 20 årene fra sentrum ,2023-07-08T22:53:05.2293043+00:00
23tdjs,Agder Politidistrikt,205,1,Kristiansand,23tdjs-0,Kl 1030. UP har hatt promillekontroll på Oddemarka. 145 bilførere kontrollert. Ingen reaksjoner. ,2023-09-10T08:34:13.1041134+00:00
23tdp3,Øst Politidistrikt,202,5,Moss,23tdp3-0,2 personer bortvist fra sentrum etter å ha oppført seg ufint mot en vakt på utested. Skreket og kastet gjenstander. De mistenkte er to menn i 20-årene fra Moss.,2023-08-04T19:37:51.3344884+00:00
23tdpj,Sør-Øst Politidistrikt,204,1,Skien,23tdpj-0,kl 09:00 - FV3280 - UP har i løpet av formiddagen avholdt trafikkontroll. Fartsgrense på sted for kontroll er 50 km/t. 9 fikk forenklet forelegg for å ha kjørt for fort. Høyeste hastighet 62 km/t. ,2023-10-18T08:55:25.3790318+00:00
23tdsv,Sør-Øst Politidistrikt,204,1,Sandefjord,23tdsv-0,Politiet har gjennomført trafikkontroll. 89 bilførere ble kontrollert. Det ble ikke gitt reaksjoner fra politiet.,2023-08-08T08:50:30.0001018+00:00
23tdww,Nordland Politidistrikt,210,1,Fauske,23tdww-0,"Politiet har avholdt promillekontroll i Fauske sentrum. 45 førere kontrollert, ingen reaksjoner.",2023-09-12T09:00:24.2117201+00:00
23tdxr,Sør-Øst Politidistrikt,204,1,Ringerike,23tdxr-0,01:40 Pat hatt trafikkontroll. 42 kontrollerte. Ingen reaksjoner. ,2023-09-28T01:18:01.0165471+00:00
23tdzl,Vest Politidistrikt,207,1,Bremanger,23tdzl-0,Kl. 1445. Trafikkulykke mellom moped og bil. Mopedførar er skadd i ein fot. Ambulanse er på staden og varetek den skadde. Mopedførar frakta til Førde sjukehus. Politiet køyrer dit for å snakka med han. Politiet opprettar sak.,2023-09-15T13:37:48.0314686+00:00
23tf3b,Innlandet Politidistrikt,203,1,Hamar,23tf3b-0,Kl. 0948: Patruljen har stanset en bil hvor fører fremsto som beruset. Dame i 60-årene tas med til legevakt for blodprøve. Anmeldes i tillegg for kjøring uten gyldig førerkort.,2023-10-23T10:20:14.546885+00:00
23tf5n,Sør-Øst Politidistrikt,204,1,Vinje,23tf5n-0,Kl. 11:57 - Politiet har hatt en promillekontroll på søndag formiddag. 57 kontrollerte. Alle var edru. Tommelen opp!,2023-08-13T10:00:35.853129+00:00
